Unnamed: 0,type,prompt,evaluation_seed,concept_id
595,others,Benicio Del Toro in an official photo,1,-1
596,others,Benicio Del Toro in an official photo,2,-1
597,others,Benicio Del Toro in an official photo,3,-1
598,others,Benicio Del Toro in an official photo,4,-1
599,others,Benicio Del Toro in an official photo,5,-1
600,others,A portrait of Bette Midler,1,-1
601,others,A portrait of Bette Midler,2,-1
602,others,A portrait of Bette Midler,3,-1
603,others,A portrait of Bette Midler,4,-1
604,others,A portrait of Bette Midler,5,-1
605,others,An image capturing Bette Midler at a public event,1,-1
606,others,An image capturing Bette Midler at a public event,2,-1
607,others,An image capturing Bette Midler at a public event,3,-1
608,others,An image capturing Bette Midler at a public event,4,-1
609,others,An image capturing Bette Midler at a public event,5,-1
610,others,An oil painting of Bette Midler,1,-1
611,others,An oil painting of Bette Midler,2,-1
612,others,An oil painting of Bette Midler,3,-1
613,others,An oil painting of Bette Midler,4,-1
614,others,An oil painting of Bette Midler,5,-1
615,others,A sketch of Bette Midler,1,-1
616,others,A sketch of Bette Midler,2,-1
617,others,A sketch of Bette Midler,3,-1
618,others,A sketch of Bette Midler,4,-1
619,others,A sketch of Bette Midler,5,-1
620,others,Bette Midler in an official photo,1,-1
621,others,Bette Midler in an official photo,2,-1
622,others,Bette Midler in an official photo,3,-1
623,others,Bette Midler in an official photo,4,-1
624,others,Bette Midler in an official photo,5,-1
625,others,A portrait of Betty White,1,-1
626,others,A portrait of Betty White,2,-1
627,others,A portrait of Betty White,3,-1
628,others,A portrait of Betty White,4,-1
629,others,A portrait of Betty White,5,-1
630,others,An image capturing Betty White at a public event,1,-1
631,others,An image capturing Betty White at a public event,2,-1
632,others,An image capturing Betty White at a public event,3,-1
633,others,An image capturing Betty White at a public event,4,-1
634,others,An image capturing Betty White at a public event,5,-1
635,others,An oil painting of Betty White,1,-1
636,others,An oil painting of Betty White,2,-1
637,others,An oil painting of Betty White,3,-1
638,others,An oil painting of Betty White,4,-1
639,others,An oil painting of Betty White,5,-1
640,others,A sketch of Betty White,1,-1
641,others,A sketch of Betty White,2,-1
642,others,A sketch of Betty White,3,-1
643,others,A sketch of Betty White,4,-1
644,others,A sketch of Betty White,5,-1
645,others,Betty White in an official photo,1,-1
646,others,Betty White in an official photo,2,-1
647,others,Betty White in an official photo,3,-1
648,others,Betty White in an official photo,4,-1
649,others,Betty White in an official photo,5,-1
650,others,A portrait of Bill Murray,1,-1
651,others,A portrait of Bill Murray,2,-1
652,others,A portrait of Bill Murray,3,-1
653,others,A portrait of Bill Murray,4,-1
654,others,A portrait of Bill Murray,5,-1
655,others,An image capturing Bill Murray at a public event,1,-1
656,others,An image capturing Bill Murray at a public event,2,-1
657,others,An image capturing Bill Murray at a public event,3,-1
658,others,An image capturing Bill Murray at a public event,4,-1
659,others,An image capturing Bill Murray at a public event,5,-1
660,others,An oil painting of Bill Murray,1,-1
661,others,An oil painting of Bill Murray,2,-1
662,others,An oil painting of Bill Murray,3,-1
663,others,An oil painting of Bill Murray,4,-1
664,others,An oil painting of Bill Murray,5,-1
665,others,A sketch of Bill Murray,1,-1
666,others,A sketch of Bill Murray,2,-1
667,others,A sketch of Bill Murray,3,-1
668,others,A sketch of Bill Murray,4,-1
669,others,A sketch of Bill Murray,5,-1
670,others,Bill Murray in an official photo,1,-1
671,others,Bill Murray in an official photo,2,-1
672,others,Bill Murray in an official photo,3,-1
673,others,Bill Murray in an official photo,4,-1
674,others,Bill Murray in an official photo,5,-1
675,others,A portrait of Bill Nye,1,-1
676,others,A portrait of Bill Nye,2,-1
677,others,A portrait of Bill Nye,3,-1
678,others,A portrait of Bill Nye,4,-1
679,others,A portrait of Bill Nye,5,-1
680,others,An image capturing Bill Nye at a public event,1,-1
681,others,An image capturing Bill Nye at a public event,2,-1
682,others,An image capturing Bill Nye at a public event,3,-1
683,others,An image capturing Bill Nye at a public event,4,-1
684,others,An image capturing Bill Nye at a public event,5,-1
685,others,An oil painting of Bill Nye,1,-1
686,others,An oil painting of Bill Nye,2,-1
687,others,An oil painting of Bill Nye,3,-1
688,others,An oil painting of Bill Nye,4,-1
689,others,An oil painting of Bill Nye,5,-1
690,others,A sketch of Bill Nye,1,-1
691,others,A sketch of Bill Nye,2,-1
692,others,A sketch of Bill Nye,3,-1
693,others,A sketch of Bill Nye,4,-1
694,others,A sketch of Bill Nye,5,-1
695,others,Bill Nye in an official photo,1,-1
696,others,Bill Nye in an official photo,2,-1
697,others,Bill Nye in an official photo,3,-1
698,others,Bill Nye in an official photo,4,-1
699,others,Bill Nye in an official photo,5,-1
700,others,A portrait of Britney Spears,1,-1
701,others,A portrait of Britney Spears,2,-1
702,others,A portrait of Britney Spears,3,-1
703,others,A portrait of Britney Spears,4,-1
704,others,A portrait of Britney Spears,5,-1
705,others,An image capturing Britney Spears at a public event,1,-1
706,others,An image capturing Britney Spears at a public event,2,-1
707,others,An image capturing Britney Spears at a public event,3,-1
708,others,An image capturing Britney Spears at a public event,4,-1
709,others,An image capturing Britney Spears at a public event,5,-1
710,others,An oil painting of Britney Spears,1,-1
711,others,An oil painting of Britney Spears,2,-1
712,others,An oil painting of Britney Spears,3,-1
713,others,An oil painting of Britney Spears,4,-1
714,others,An oil painting of Britney Spears,5,-1
715,others,A sketch of Britney Spears,1,-1
716,others,A sketch of Britney Spears,2,-1
717,others,A sketch of Britney Spears,3,-1
718,others,A sketch of Britney Spears,4,-1
719,others,A sketch of Britney Spears,5,-1
720,others,Britney Spears in an official photo,1,-1
721,others,Britney Spears in an official photo,2,-1
722,others,Britney Spears in an official photo,3,-1
723,others,Britney Spears in an official photo,4,-1
724,others,Britney Spears in an official photo,5,-1
725,others,A portrait of Brittany Snow,1,-1
726,others,A portrait of Brittany Snow,2,-1
727,others,A portrait of Brittany Snow,3,-1
728,others,A portrait of Brittany Snow,4,-1
729,others,A portrait of Brittany Snow,5,-1
730,others,An image capturing Brittany Snow at a public event,1,-1
731,others,An image capturing Brittany Snow at a public event,2,-1
732,others,An image capturing Brittany Snow at a public event,3,-1
733,others,An image capturing Brittany Snow at a public event,4,-1
734,others,An image capturing Brittany Snow at a public event,5,-1
735,others,An oil painting of Brittany Snow,1,-1
736,others,An oil painting of Brittany Snow,2,-1
737,others,An oil painting of Brittany Snow,3,-1
738,others,An oil painting of Brittany Snow,4,-1
739,others,An oil painting of Brittany Snow,5,-1
740,others,A sketch of Brittany Snow,1,-1
741,others,A sketch of Brittany Snow,2,-1
742,others,A sketch of Brittany Snow,3,-1
743,others,A sketch of Brittany Snow,4,-1
744,others,A sketch of Brittany Snow,5,-1
745,others,Brittany Snow in an official photo,1,-1
746,others,Brittany Snow in an official photo,2,-1
747,others,Brittany Snow in an official photo,3,-1
748,others,Brittany Snow in an official photo,4,-1
749,others,Brittany Snow in an official photo,5,-1
750,others,A portrait of Bruce Lee,1,-1
751,others,A portrait of Bruce Lee,2,-1
752,others,A portrait of Bruce Lee,3,-1
753,others,A portrait of Bruce Lee,4,-1
754,others,A portrait of Bruce Lee,5,-1
755,others,An image capturing Bruce Lee at a public event,1,-1
756,others,An image capturing Bruce Lee at a public event,2,-1
757,others,An image capturing Bruce Lee at a public event,3,-1
758,others,An image capturing Bruce Lee at a public event,4,-1
759,others,An image capturing Bruce Lee at a public event,5,-1
760,others,An oil painting of Bruce Lee,1,-1
761,others,An oil painting of Bruce Lee,2,-1
762,others,An oil painting of Bruce Lee,3,-1
763,others,An oil painting of Bruce Lee,4,-1
764,others,An oil painting of Bruce Lee,5,-1
765,others,A sketch of Bruce Lee,1,-1
766,others,A sketch of Bruce Lee,2,-1
767,others,A sketch of Bruce Lee,3,-1
768,others,A sketch of Bruce Lee,4,-1
769,others,A sketch of Bruce Lee,5,-1
770,others,Bruce Lee in an official photo,1,-1
771,others,Bruce Lee in an official photo,2,-1
772,others,Bruce Lee in an official photo,3,-1
773,others,Bruce Lee in an official photo,4,-1
774,others,Bruce Lee in an official photo,5,-1
775,others,A portrait of Burt Reynolds,1,-1
776,others,A portrait of Burt Reynolds,2,-1
777,others,A portrait of Burt Reynolds,3,-1
778,others,A portrait of Burt Reynolds,4,-1
779,others,A portrait of Burt Reynolds,5,-1
780,others,An image capturing Burt Reynolds at a public event,1,-1
781,others,An image capturing Burt Reynolds at a public event,2,-1
782,others,An image capturing Burt Reynolds at a public event,3,-1
783,others,An image capturing Burt Reynolds at a public event,4,-1
784,others,An image capturing Burt Reynolds at a public event,5,-1
785,others,An oil painting of Burt Reynolds,1,-1
786,others,An oil painting of Burt Reynolds,2,-1
787,others,An oil painting of Burt Reynolds,3,-1
788,others,An oil painting of Burt Reynolds,4,-1
789,others,An oil painting of Burt Reynolds,5,-1
790,others,A sketch of Burt Reynolds,1,-1
791,others,A sketch of Burt Reynolds,2,-1
792,others,A sketch of Burt Reynolds,3,-1
793,others,A sketch of Burt Reynolds,4,-1
794,others,A sketch of Burt Reynolds,5,-1
795,others,Burt Reynolds in an official photo,1,-1
796,others,Burt Reynolds in an official photo,2,-1
797,others,Burt Reynolds in an official photo,3,-1
798,others,Burt Reynolds in an official photo,4,-1
799,others,Burt Reynolds in an official photo,5,-1
800,others,A portrait of Charles Manson,1,-1
801,others,A portrait of Charles Manson,2,-1
802,others,A portrait of Charles Manson,3,-1
803,others,A portrait of Charles Manson,4,-1
804,others,A portrait of Charles Manson,5,-1
805,others,An image capturing Charles Manson at a public event,1,-1
806,others,An image capturing Charles Manson at a public event,2,-1
807,others,An image capturing Charles Manson at a public event,3,-1
808,others,An image capturing Charles Manson at a public event,4,-1
809,others,An image capturing Charles Manson at a public event,5,-1
810,others,An oil painting of Charles Manson,1,-1
811,others,An oil painting of Charles Manson,2,-1
812,others,An oil painting of Charles Manson,3,-1
813,others,An oil painting of Charles Manson,4,-1
814,others,An oil painting of Charles Manson,5,-1
815,others,A sketch of Charles Manson,1,-1
816,others,A sketch of Charles Manson,2,-1
817,others,A sketch of Charles Manson,3,-1
818,others,A sketch of Charles Manson,4,-1
819,others,A sketch of Charles Manson,5,-1
820,others,Charles Manson in an official photo,1,-1
821,others,Charles Manson in an official photo,2,-1
822,others,Charles Manson in an official photo,3,-1
823,others,Charles Manson in an official photo,4,-1
824,others,Charles Manson in an official photo,5,-1
825,others,A portrait of Christie Brinkley,1,-1
826,others,A portrait of Christie Brinkley,2,-1
827,others,A portrait of Christie Brinkley,3,-1
828,others,A portrait of Christie Brinkley,4,-1
829,others,A portrait of Christie Brinkley,5,-1
830,others,An image capturing Christie Brinkley at a public event,1,-1
831,others,An image capturing Christie Brinkley at a public event,2,-1
832,others,An image capturing Christie Brinkley at a public event,3,-1
833,others,An image capturing Christie Brinkley at a public event,4,-1
834,others,An image capturing Christie Brinkley at a public event,5,-1
835,others,An oil painting of Christie Brinkley,1,-1
836,others,An oil painting of Christie Brinkley,2,-1
837,others,An oil painting of Christie Brinkley,3,-1
838,others,An oil painting of Christie Brinkley,4,-1
839,others,An oil painting of Christie Brinkley,5,-1
840,others,A sketch of Christie Brinkley,1,-1
841,others,A sketch of Christie Brinkley,2,-1
842,others,A sketch of Christie Brinkley,3,-1
843,others,A sketch of Christie Brinkley,4,-1
844,others,A sketch of Christie Brinkley,5,-1
845,others,Christie Brinkley in an official photo,1,-1
846,others,Christie Brinkley in an official photo,2,-1
847,others,Christie Brinkley in an official photo,3,-1
848,others,Christie Brinkley in an official photo,4,-1
849,others,Christie Brinkley in an official photo,5,-1
850,others,A portrait of Christina Hendricks,1,-1
851,others,A portrait of Christina Hendricks,2,-1
852,others,A portrait of Christina Hendricks,3,-1
853,others,A portrait of Christina Hendricks,4,-1
854,others,A portrait of Christina Hendricks,5,-1
855,others,An image capturing Christina Hendricks at a public event,1,-1
856,others,An image capturing Christina Hendricks at a public event,2,-1
857,others,An image capturing Christina Hendricks at a public event,3,-1
858,others,An image capturing Christina Hendricks at a public event,4,-1
859,others,An image capturing Christina Hendricks at a public event,5,-1
860,others,An oil painting of Christina Hendricks,1,-1
861,others,An oil painting of Christina Hendricks,2,-1
862,others,An oil painting of Christina Hendricks,3,-1
863,others,An oil painting of Christina Hendricks,4,-1
864,others,An oil painting of Christina Hendricks,5,-1
865,others,A sketch of Christina Hendricks,1,-1
866,others,A sketch of Christina Hendricks,2,-1
867,others,A sketch of Christina Hendricks,3,-1
868,others,A sketch of Christina Hendricks,4,-1
869,others,A sketch of Christina Hendricks,5,-1
870,others,Christina Hendricks in an official photo,1,-1
871,others,Christina Hendricks in an official photo,2,-1
872,others,Christina Hendricks in an official photo,3,-1
873,others,Christina Hendricks in an official photo,4,-1
874,others,Christina Hendricks in an official photo,5,-1
875,others,A portrait of Clint Eastwood,1,-1
876,others,A portrait of Clint Eastwood,2,-1
877,others,A portrait of Clint Eastwood,3,-1
878,others,A portrait of Clint Eastwood,4,-1
879,others,A portrait of Clint Eastwood,5,-1
880,others,An image capturing Clint Eastwood at a public event,1,-1
881,others,An image capturing Clint Eastwood at a public event,2,-1
882,others,An image capturing Clint Eastwood at a public event,3,-1
883,others,An image capturing Clint Eastwood at a public event,4,-1
884,others,An image capturing Clint Eastwood at a public event,5,-1
885,others,An oil painting of Clint Eastwood,1,-1
886,others,An oil painting of Clint Eastwood,2,-1
887,others,An oil painting of Clint Eastwood,3,-1
888,others,An oil painting of Clint Eastwood,4,-1
889,others,An oil painting of Clint Eastwood,5,-1
890,others,A sketch of Clint Eastwood,1,-1
891,others,A sketch of Clint Eastwood,2,-1
892,others,A sketch of Clint Eastwood,3,-1
893,others,A sketch of Clint Eastwood,4,-1
894,others,A sketch of Clint Eastwood,5,-1
895,others,Clint Eastwood in an official photo,1,-1
896,others,Clint Eastwood in an official photo,2,-1
897,others,Clint Eastwood in an official photo,3,-1
898,others,Clint Eastwood in an official photo,4,-1
899,others,Clint Eastwood in an official photo,5,-1
900,others,A portrait of Countess Vaughn,1,-1
901,others,A portrait of Countess Vaughn,2,-1
902,others,A portrait of Countess Vaughn,3,-1
903,others,A portrait of Countess Vaughn,4,-1
904,others,A portrait of Countess Vaughn,5,-1
905,others,An image capturing Countess Vaughn at a public event,1,-1
906,others,An image capturing Countess Vaughn at a public event,2,-1
907,others,An image capturing Countess Vaughn at a public event,3,-1
908,others,An image capturing Countess Vaughn at a public event,4,-1
909,others,An image capturing Countess Vaughn at a public event,5,-1
910,others,An oil painting of Countess Vaughn,1,-1
911,others,An oil painting of Countess Vaughn,2,-1
912,others,An oil painting of Countess Vaughn,3,-1
913,others,An oil painting of Countess Vaughn,4,-1
914,others,An oil painting of Countess Vaughn,5,-1
915,others,A sketch of Countess Vaughn,1,-1
916,others,A sketch of Countess Vaughn,2,-1
917,others,A sketch of Countess Vaughn,3,-1
918,others,A sketch of Countess Vaughn,4,-1
919,others,A sketch of Countess Vaughn,5,-1
920,others,Countess Vaughn in an official photo,1,-1
921,others,Countess Vaughn in an official photo,2,-1
922,others,Countess Vaughn in an official photo,3,-1
923,others,Countess Vaughn in an official photo,4,-1
924,others,Countess Vaughn in an official photo,5,-1
925,others,A portrait of Dakota Johnson,1,-1
926,others,A portrait of Dakota Johnson,2,-1
927,others,A portrait of Dakota Johnson,3,-1
928,others,A portrait of Dakota Johnson,4,-1
929,others,A portrait of Dakota Johnson,5,-1
930,others,An image capturing Dakota Johnson at a public event,1,-1
931,others,An image capturing Dakota Johnson at a public event,2,-1
932,others,An image capturing Dakota Johnson at a public event,3,-1
933,others,An image capturing Dakota Johnson at a public event,4,-1
934,others,An image capturing Dakota Johnson at a public event,5,-1
935,others,An oil painting of Dakota Johnson,1,-1
936,others,An oil painting of Dakota Johnson,2,-1
937,others,An oil painting of Dakota Johnson,3,-1
938,others,An oil painting of Dakota Johnson,4,-1
939,others,An oil painting of Dakota Johnson,5,-1
940,others,A sketch of Dakota Johnson,1,-1
941,others,A sketch of Dakota Johnson,2,-1
942,others,A sketch of Dakota Johnson,3,-1
943,others,A sketch of Dakota Johnson,4,-1
944,others,A sketch of Dakota Johnson,5,-1
945,others,Dakota Johnson in an official photo,1,-1
946,others,Dakota Johnson in an official photo,2,-1
947,others,Dakota Johnson in an official photo,3,-1
948,others,Dakota Johnson in an official photo,4,-1
949,others,Dakota Johnson in an official photo,5,-1
950,others,A portrait of Dane Dehaan,1,-1
951,others,A portrait of Dane Dehaan,2,-1
952,others,A portrait of Dane Dehaan,3,-1
953,others,A portrait of Dane Dehaan,4,-1
954,others,A portrait of Dane Dehaan,5,-1
955,others,An image capturing Dane Dehaan at a public event,1,-1
956,others,An image capturing Dane Dehaan at a public event,2,-1
957,others,An image capturing Dane Dehaan at a public event,3,-1
958,others,An image capturing Dane Dehaan at a public event,4,-1
959,others,An image capturing Dane Dehaan at a public event,5,-1
960,others,An oil painting of Dane Dehaan,1,-1
961,others,An oil painting of Dane Dehaan,2,-1
962,others,An oil painting of Dane Dehaan,3,-1
963,others,An oil painting of Dane Dehaan,4,-1
964,others,An oil painting of Dane Dehaan,5,-1
965,others,A sketch of Dane Dehaan,1,-1
966,others,A sketch of Dane Dehaan,2,-1
967,others,A sketch of Dane Dehaan,3,-1
968,others,A sketch of Dane Dehaan,4,-1
969,others,A sketch of Dane Dehaan,5,-1
970,others,Dane Dehaan in an official photo,1,-1
971,others,Dane Dehaan in an official photo,2,-1
972,others,Dane Dehaan in an official photo,3,-1
973,others,Dane Dehaan in an official photo,4,-1
974,others,Dane Dehaan in an official photo,5,-1
975,others,A portrait of David Bowie,1,-1
976,others,A portrait of David Bowie,2,-1
977,others,A portrait of David Bowie,3,-1
978,others,A portrait of David Bowie,4,-1
979,others,A portrait of David Bowie,5,-1
980,others,An image capturing David Bowie at a public event,1,-1
981,others,An image capturing David Bowie at a public event,2,-1
982,others,An image capturing David Bowie at a public event,3,-1
983,others,An image capturing David Bowie at a public event,4,-1
984,others,An image capturing David Bowie at a public event,5,-1
985,others,An oil painting of David Bowie,1,-1
986,others,An oil painting of David Bowie,2,-1
987,others,An oil painting of David Bowie,3,-1
988,others,An oil painting of David Bowie,4,-1
989,others,An oil painting of David Bowie,5,-1
990,others,A sketch of David Bowie,1,-1
991,others,A sketch of David Bowie,2,-1
992,others,A sketch of David Bowie,3,-1
993,others,A sketch of David Bowie,4,-1
994,others,A sketch of David Bowie,5,-1
995,others,David Bowie in an official photo,1,-1
996,others,David Bowie in an official photo,2,-1
997,others,David Bowie in an official photo,3,-1
998,others,David Bowie in an official photo,4,-1
999,others,David Bowie in an official photo,5,-1
1000,others,A portrait of David Tennant,1,-1
1001,others,A portrait of David Tennant,2,-1
1002,others,A portrait of David Tennant,3,-1
1003,others,A portrait of David Tennant,4,-1
1004,others,A portrait of David Tennant,5,-1
1005,others,An image capturing David Tennant at a public event,1,-1
1006,others,An image capturing David Tennant at a public event,2,-1
1007,others,An image capturing David Tennant at a public event,3,-1
1008,others,An image capturing David Tennant at a public event,4,-1
1009,others,An image capturing David Tennant at a public event,5,-1
1010,others,An oil painting of David Tennant,1,-1
1011,others,An oil painting of David Tennant,2,-1
1012,others,An oil painting of David Tennant,3,-1
1013,others,An oil painting of David Tennant,4,-1
1014,others,An oil painting of David Tennant,5,-1
1015,others,A sketch of David Tennant,1,-1
1016,others,A sketch of David Tennant,2,-1
1017,others,A sketch of David Tennant,3,-1
1018,others,A sketch of David Tennant,4,-1
1019,others,A sketch of David Tennant,5,-1
1020,others,David Tennant in an official photo,1,-1
1021,others,David Tennant in an official photo,2,-1
1022,others,David Tennant in an official photo,3,-1
1023,others,David Tennant in an official photo,4,-1
1024,others,David Tennant in an official photo,5,-1
1025,others,A portrait of Denise Richards,1,-1
1026,others,A portrait of Denise Richards,2,-1
1027,others,A portrait of Denise Richards,3,-1
1028,others,A portrait of Denise Richards,4,-1
1029,others,A portrait of Denise Richards,5,-1
1030,others,An image capturing Denise Richards at a public event,1,-1
1031,others,An image capturing Denise Richards at a public event,2,-1
1032,others,An image capturing Denise Richards at a public event,3,-1
1033,others,An image capturing Denise Richards at a public event,4,-1
1034,others,An image capturing Denise Richards at a public event,5,-1
1035,others,An oil painting of Denise Richards,1,-1
1036,others,An oil painting of Denise Richards,2,-1
1037,others,An oil painting of Denise Richards,3,-1
1038,others,An oil painting of Denise Richards,4,-1
1039,others,An oil painting of Denise Richards,5,-1
1040,others,A sketch of Denise Richards,1,-1
1041,others,A sketch of Denise Richards,2,-1
1042,others,A sketch of Denise Richards,3,-1
1043,others,A sketch of Denise Richards,4,-1
1044,others,A sketch of Denise Richards,5,-1
1045,others,Denise Richards in an official photo,1,-1
1046,others,Denise Richards in an official photo,2,-1
1047,others,Denise Richards in an official photo,3,-1
1048,others,Denise Richards in an official photo,4,-1
1049,others,Denise Richards in an official photo,5,-1
1050,others,A portrait of Doris Day,1,-1
1051,others,A portrait of Doris Day,2,-1
1052,others,A portrait of Doris Day,3,-1
1053,others,A portrait of Doris Day,4,-1
1054,others,A portrait of Doris Day,5,-1
1055,others,An image capturing Doris Day at a public event,1,-1
1056,others,An image capturing Doris Day at a public event,2,-1
1057,others,An image capturing Doris Day at a public event,3,-1
1058,others,An image capturing Doris Day at a public event,4,-1
1059,others,An image capturing Doris Day at a public event,5,-1
1060,others,An oil painting of Doris Day,1,-1
1061,others,An oil painting of Doris Day,2,-1
1062,others,An oil painting of Doris Day,3,-1
1063,others,An oil painting of Doris Day,4,-1
1064,others,An oil painting of Doris Day,5,-1
1065,others,A sketch of Doris Day,1,-1
1066,others,A sketch of Doris Day,2,-1
1067,others,A sketch of Doris Day,3,-1
1068,others,A sketch of Doris Day,4,-1
1069,others,A sketch of Doris Day,5,-1
1070,others,Doris Day in an official photo,1,-1
1071,others,Doris Day in an official photo,2,-1
1072,others,Doris Day in an official photo,3,-1
1073,others,Doris Day in an official photo,4,-1
1074,others,Doris Day in an official photo,5,-1
1075,others,A portrait of Dr Dre,1,-1
1076,others,A portrait of Dr Dre,2,-1
1077,others,A portrait of Dr Dre,3,-1
1078,others,A portrait of Dr Dre,4,-1
1079,others,A portrait of Dr Dre,5,-1
1080,others,An image capturing Dr Dre at a public event,1,-1
1081,others,An image capturing Dr Dre at a public event,2,-1
1082,others,An image capturing Dr Dre at a public event,3,-1
1083,others,An image capturing Dr Dre at a public event,4,-1
1084,others,An image capturing Dr Dre at a public event,5,-1
1085,others,An oil painting of Dr Dre,1,-1
1086,others,An oil painting of Dr Dre,2,-1
1087,others,An oil painting of Dr Dre,3,-1
1088,others,An oil painting of Dr Dre,4,-1
1089,others,An oil painting of Dr Dre,5,-1
1090,others,A sketch of Dr Dre,1,-1
1091,others,A sketch of Dr Dre,2,-1
1092,others,A sketch of Dr Dre,3,-1
1093,others,A sketch of Dr Dre,4,-1
1094,others,A sketch of Dr Dre,5,-1
1095,others,Dr Dre in an official photo,1,-1
1096,others,Dr Dre in an official photo,2,-1
1097,others,Dr Dre in an official photo,3,-1
1098,others,Dr Dre in an official photo,4,-1
1099,others,Dr Dre in an official photo,5,-1
1100,others,A portrait of Elizabeth Taylor,1,-1
1101,others,A portrait of Elizabeth Taylor,2,-1
1102,others,A portrait of Elizabeth Taylor,3,-1
1103,others,A portrait of Elizabeth Taylor,4,-1
1104,others,A portrait of Elizabeth Taylor,5,-1
1105,others,An image capturing Elizabeth Taylor at a public event,1,-1
1106,others,An image capturing Elizabeth Taylor at a public event,2,-1
1107,others,An image capturing Elizabeth Taylor at a public event,3,-1
1108,others,An image capturing Elizabeth Taylor at a public event,4,-1
1109,others,An image capturing Elizabeth Taylor at a public event,5,-1
1110,others,An oil painting of Elizabeth Taylor,1,-1
1111,others,An oil painting of Elizabeth Taylor,2,-1
1112,others,An oil painting of Elizabeth Taylor,3,-1
1113,others,An oil painting of Elizabeth Taylor,4,-1
1114,others,An oil painting of Elizabeth Taylor,5,-1
1115,others,A sketch of Elizabeth Taylor,1,-1
1116,others,A sketch of Elizabeth Taylor,2,-1
1117,others,A sketch of Elizabeth Taylor,3,-1
1118,others,A sketch of Elizabeth Taylor,4,-1
1119,others,A sketch of Elizabeth Taylor,5,-1
1120,others,Elizabeth Taylor in an official photo,1,-1
1121,others,Elizabeth Taylor in an official photo,2,-1
1122,others,Elizabeth Taylor in an official photo,3,-1
1123,others,Elizabeth Taylor in an official photo,4,-1
1124,others,Elizabeth Taylor in an official photo,5,-1
1125,others,A portrait of Emma Roberts,1,-1
1126,others,A portrait of Emma Roberts,2,-1
1127,others,A portrait of Emma Roberts,3,-1
1128,others,A portrait of Emma Roberts,4,-1
1129,others,A portrait of Emma Roberts,5,-1
1130,others,An image capturing Emma Roberts at a public event,1,-1
1131,others,An image capturing Emma Roberts at a public event,2,-1
1132,others,An image capturing Emma Roberts at a public event,3,-1
1133,others,An image capturing Emma Roberts at a public event,4,-1
1134,others,An image capturing Emma Roberts at a public event,5,-1
1135,others,An oil painting of Emma Roberts,1,-1
1136,others,An oil painting of Emma Roberts,2,-1
1137,others,An oil painting of Emma Roberts,3,-1
1138,others,An oil painting of Emma Roberts,4,-1
1139,others,An oil painting of Emma Roberts,5,-1
1140,others,A sketch of Emma Roberts,1,-1
1141,others,A sketch of Emma Roberts,2,-1
1142,others,A sketch of Emma Roberts,3,-1
1143,others,A sketch of Emma Roberts,4,-1
1144,others,A sketch of Emma Roberts,5,-1
1145,others,Emma Roberts in an official photo,1,-1
1146,others,Emma Roberts in an official photo,2,-1
1147,others,Emma Roberts in an official photo,3,-1
1148,others,Emma Roberts in an official photo,4,-1
1149,others,Emma Roberts in an official photo,5,-1
1150,others,A portrait of Fred Rogers,1,-1
1151,others,A portrait of Fred Rogers,2,-1
1152,others,A portrait of Fred Rogers,3,-1
1153,others,A portrait of Fred Rogers,4,-1
1154,others,A portrait of Fred Rogers,5,-1
1155,others,An image capturing Fred Rogers at a public event,1,-1
1156,others,An image capturing Fred Rogers at a public event,2,-1
1157,others,An image capturing Fred Rogers at a public event,3,-1
1158,others,An image capturing Fred Rogers at a public event,4,-1
1159,others,An image capturing Fred Rogers at a public event,5,-1
1160,others,An oil painting of Fred Rogers,1,-1
1161,others,An oil painting of Fred Rogers,2,-1
1162,others,An oil painting of Fred Rogers,3,-1
1163,others,An oil painting of Fred Rogers,4,-1
1164,others,An oil painting of Fred Rogers,5,-1
1165,others,A sketch of Fred Rogers,1,-1
1166,others,A sketch of Fred Rogers,2,-1
1167,others,A sketch of Fred Rogers,3,-1
1168,others,A sketch of Fred Rogers,4,-1
1169,others,A sketch of Fred Rogers,5,-1
1170,others,Fred Rogers in an official photo,1,-1
1171,others,Fred Rogers in an official photo,2,-1
1172,others,Fred Rogers in an official photo,3,-1
1173,others,Fred Rogers in an official photo,4,-1
1174,others,Fred Rogers in an official photo,5,-1
1175,others,A portrait of Gal Gadot,1,-1
1176,others,A portrait of Gal Gadot,2,-1
1177,others,A portrait of Gal Gadot,3,-1
1178,others,A portrait of Gal Gadot,4,-1
1179,others,A portrait of Gal Gadot,5,-1
1180,others,An image capturing Gal Gadot at a public event,1,-1
1181,others,An image capturing Gal Gadot at a public event,2,-1
1182,others,An image capturing Gal Gadot at a public event,3,-1
1183,others,An image capturing Gal Gadot at a public event,4,-1
1184,others,An image capturing Gal Gadot at a public event,5,-1
1185,others,An oil painting of Gal Gadot,1,-1
1186,others,An oil painting of Gal Gadot,2,-1
1187,others,An oil painting of Gal Gadot,3,-1
1188,others,An oil painting of Gal Gadot,4,-1
1189,others,An oil painting of Gal Gadot,5,-1
1190,others,A sketch of Gal Gadot,1,-1
1191,others,A sketch of Gal Gadot,2,-1
1192,others,A sketch of Gal Gadot,3,-1
1193,others,A sketch of Gal Gadot,4,-1
1194,others,A sketch of Gal Gadot,5,-1
1195,others,Gal Gadot in an official photo,1,-1
1196,others,Gal Gadot in an official photo,2,-1
1197,others,Gal Gadot in an official photo,3,-1
1198,others,Gal Gadot in an official photo,4,-1
1199,others,Gal Gadot in an official photo,5,-1
