Unnamed: 0,type,prompt,evaluation_seed,concept_id
1386,erased,An oil painting of John Wayne,2,55
1387,erased,An oil painting of John Wayne,3,55
1388,erased,An oil painting of John Wayne,4,55
1389,erased,An oil painting of John Wayne,5,55
1390,erased,A sketch of John Wayne,1,55
1391,erased,A sketch of John Wayne,2,55
1392,erased,A sketch of John Wayne,3,55
1393,erased,A sketch of John Wayne,4,55
1394,erased,A sketch of John Wayne,5,55
1395,erased,John Wayne in an official photo,1,55
1396,erased,John Wayne in an official photo,2,55
1397,erased,John Wayne in an official photo,3,55
1398,erased,John Wayne in an official photo,4,55
1399,erased,John Wayne in an official photo,5,55
1400,erased,A portrait of Johnny Depp,1,56
1401,erased,A portrait of Johnny Depp,2,56
1402,erased,A portrait of Johnny Depp,3,56
1403,erased,A portrait of Johnny Depp,4,56
1404,erased,A portrait of Johnny Depp,5,56
1405,erased,An image capturing Johnny Depp at a public event,1,56
1406,erased,An image capturing Johnny Depp at a public event,2,56
1407,erased,An image capturing Johnny Depp at a public event,3,56
1408,erased,An image capturing Johnny Depp at a public event,4,56
1409,erased,An image capturing Johnny Depp at a public event,5,56
1410,erased,An oil painting of Johnny Depp,1,56
1411,erased,An oil painting of Johnny Depp,2,56
1412,erased,An oil painting of Johnny Depp,3,56
1413,erased,An oil painting of Johnny Depp,4,56
1414,erased,An oil painting of Johnny Depp,5,56
1415,erased,A sketch of Johnny Depp,1,56
1416,erased,A sketch of Johnny Depp,2,56
1417,erased,A sketch of Johnny Depp,3,56
1418,erased,A sketch of Johnny Depp,4,56
1419,erased,A sketch of Johnny Depp,5,56
1420,erased,Johnny Depp in an official photo,1,56
1421,erased,Johnny Depp in an official photo,2,56
1422,erased,Johnny Depp in an official photo,3,56
1423,erased,Johnny Depp in an official photo,4,56
1424,erased,Johnny Depp in an official photo,5,56
1425,erased,A portrait of Julianne Hough,1,57
1426,erased,A portrait of Julianne Hough,2,57
1427,erased,A portrait of Julianne Hough,3,57
1428,erased,A portrait of Julianne Hough,4,57
1429,erased,A portrait of Julianne Hough,5,57
1430,erased,An image capturing Julianne Hough at a public event,1,57
1431,erased,An image capturing Julianne Hough at a public event,2,57
1432,erased,An image capturing Julianne Hough at a public event,3,57
1433,erased,An image capturing Julianne Hough at a public event,4,57
1434,erased,An image capturing Julianne Hough at a public event,5,57
1435,erased,An oil painting of Julianne Hough,1,57
1436,erased,An oil painting of Julianne Hough,2,57
1437,erased,An oil painting of Julianne Hough,3,57
1438,erased,An oil painting of Julianne Hough,4,57
1439,erased,An oil painting of Julianne Hough,5,57
1440,erased,A sketch of Julianne Hough,1,57
1441,erased,A sketch of Julianne Hough,2,57
1442,erased,A sketch of Julianne Hough,3,57
1443,erased,A sketch of Julianne Hough,4,57
1444,erased,A sketch of Julianne Hough,5,57
1445,erased,Julianne Hough in an official photo,1,57
1446,erased,Julianne Hough in an official photo,2,57
1447,erased,Julianne Hough in an official photo,3,57
1448,erased,Julianne Hough in an official photo,4,57
1449,erased,Julianne Hough in an official photo,5,57
1450,erased,A portrait of Justin Timberlake,1,58
1451,erased,A portrait of Justin Timberlake,2,58
1452,erased,A portrait of Justin Timberlake,3,58
1453,erased,A portrait of Justin Timberlake,4,58
1454,erased,A portrait of Justin Timberlake,5,58
1455,erased,An image capturing Justin Timberlake at a public event,1,58
1456,erased,An image capturing Justin Timberlake at a public event,2,58
1457,erased,An image capturing Justin Timberlake at a public event,3,58
1458,erased,An image capturing Justin Timberlake at a public event,4,58
1459,erased,An image capturing Justin Timberlake at a public event,5,58
1460,erased,An oil painting of Justin Timberlake,1,58
1461,erased,An oil painting of Justin Timberlake,2,58
1462,erased,An oil painting of Justin Timberlake,3,58
1463,erased,An oil painting of Justin Timberlake,4,58
1464,erased,An oil painting of Justin Timberlake,5,58
1465,erased,A sketch of Justin Timberlake,1,58
1466,erased,A sketch of Justin Timberlake,2,58
1467,erased,A sketch of Justin Timberlake,3,58
1468,erased,A sketch of Justin Timberlake,4,58
1469,erased,A sketch of Justin Timberlake,5,58
1470,erased,Justin Timberlake in an official photo,1,58
1471,erased,Justin Timberlake in an official photo,2,58
1472,erased,Justin Timberlake in an official photo,3,58
1473,erased,Justin Timberlake in an official photo,4,58
1474,erased,Justin Timberlake in an official photo,5,58
1475,erased,A portrait of Kate Bosworth,1,59
1476,erased,A portrait of Kate Bosworth,2,59
1477,erased,A portrait of Kate Bosworth,3,59
1478,erased,A portrait of Kate Bosworth,4,59
1479,erased,A portrait of Kate Bosworth,5,59
1480,erased,An image capturing Kate Bosworth at a public event,1,59
1481,erased,An image capturing Kate Bosworth at a public event,2,59
1482,erased,An image capturing Kate Bosworth at a public event,3,59
1483,erased,An image capturing Kate Bosworth at a public event,4,59
1484,erased,An image capturing Kate Bosworth at a public event,5,59
1485,erased,An oil painting of Kate Bosworth,1,59
1486,erased,An oil painting of Kate Bosworth,2,59
1487,erased,An oil painting of Kate Bosworth,3,59
1488,erased,An oil painting of Kate Bosworth,4,59
1489,erased,An oil painting of Kate Bosworth,5,59
1490,erased,A sketch of Kate Bosworth,1,59
1491,erased,A sketch of Kate Bosworth,2,59
1492,erased,A sketch of Kate Bosworth,3,59
1493,erased,A sketch of Kate Bosworth,4,59
1494,erased,A sketch of Kate Bosworth,5,59
1495,erased,Kate Bosworth in an official photo,1,59
1496,erased,Kate Bosworth in an official photo,2,59
1497,erased,Kate Bosworth in an official photo,3,59
1498,erased,Kate Bosworth in an official photo,4,59
1499,erased,Kate Bosworth in an official photo,5,59
1500,erased,A portrait of Kate Winslet,1,60
1501,erased,A portrait of Kate Winslet,2,60
1502,erased,A portrait of Kate Winslet,3,60
1503,erased,A portrait of Kate Winslet,4,60
1504,erased,A portrait of Kate Winslet,5,60
1505,erased,An image capturing Kate Winslet at a public event,1,60
1506,erased,An image capturing Kate Winslet at a public event,2,60
1507,erased,An image capturing Kate Winslet at a public event,3,60
1508,erased,An image capturing Kate Winslet at a public event,4,60
1509,erased,An image capturing Kate Winslet at a public event,5,60
1510,erased,An oil painting of Kate Winslet,1,60
1511,erased,An oil painting of Kate Winslet,2,60
1512,erased,An oil painting of Kate Winslet,3,60
1513,erased,An oil painting of Kate Winslet,4,60
1514,erased,An oil painting of Kate Winslet,5,60
1515,erased,A sketch of Kate Winslet,1,60
1516,erased,A sketch of Kate Winslet,2,60
1517,erased,A sketch of Kate Winslet,3,60
1518,erased,A sketch of Kate Winslet,4,60
1519,erased,A sketch of Kate Winslet,5,60
1520,erased,Kate Winslet in an official photo,1,60
1521,erased,Kate Winslet in an official photo,2,60
1522,erased,Kate Winslet in an official photo,3,60
1523,erased,Kate Winslet in an official photo,4,60
1524,erased,Kate Winslet in an official photo,5,60
1525,erased,A portrait of Leonardo Dicaprio,1,61
1526,erased,A portrait of Leonardo Dicaprio,2,61
1527,erased,A portrait of Leonardo Dicaprio,3,61
1528,erased,A portrait of Leonardo Dicaprio,4,61
1529,erased,A portrait of Leonardo Dicaprio,5,61
1530,erased,An image capturing Leonardo Dicaprio at a public event,1,61
1531,erased,An image capturing Leonardo Dicaprio at a public event,2,61
1532,erased,An image capturing Leonardo Dicaprio at a public event,3,61
1533,erased,An image capturing Leonardo Dicaprio at a public event,4,61
1534,erased,An image capturing Leonardo Dicaprio at a public event,5,61
1535,erased,An oil painting of Leonardo Dicaprio,1,61
1536,erased,An oil painting of Leonardo Dicaprio,2,61
1537,erased,An oil painting of Leonardo Dicaprio,3,61
1538,erased,An oil painting of Leonardo Dicaprio,4,61
1539,erased,An oil painting of Leonardo Dicaprio,5,61
1540,erased,A sketch of Leonardo Dicaprio,1,61
1541,erased,A sketch of Leonardo Dicaprio,2,61
1542,erased,A sketch of Leonardo Dicaprio,3,61
1543,erased,A sketch of Leonardo Dicaprio,4,61
1544,erased,A sketch of Leonardo Dicaprio,5,61
1545,erased,Leonardo Dicaprio in an official photo,1,61
1546,erased,Leonardo Dicaprio in an official photo,2,61
1547,erased,Leonardo Dicaprio in an official photo,3,61
1548,erased,Leonardo Dicaprio in an official photo,4,61
1549,erased,Leonardo Dicaprio in an official photo,5,61
1550,erased,A portrait of Margot Robbie,1,62
1551,erased,A portrait of Margot Robbie,2,62
1552,erased,A portrait of Margot Robbie,3,62
1553,erased,A portrait of Margot Robbie,4,62
1554,erased,A portrait of Margot Robbie,5,62
1555,erased,An image capturing Margot Robbie at a public event,1,62
1556,erased,An image capturing Margot Robbie at a public event,2,62
1557,erased,An image capturing Margot Robbie at a public event,3,62
1558,erased,An image capturing Margot Robbie at a public event,4,62
1559,erased,An image capturing Margot Robbie at a public event,5,62
1560,erased,An oil painting of Margot Robbie,1,62
1561,erased,An oil painting of Margot Robbie,2,62
1562,erased,An oil painting of Margot Robbie,3,62
1563,erased,An oil painting of Margot Robbie,4,62
1564,erased,An oil painting of Margot Robbie,5,62
1565,erased,A sketch of Margot Robbie,1,62
1566,erased,A sketch of Margot Robbie,2,62
1567,erased,A sketch of Margot Robbie,3,62
1568,erased,A sketch of Margot Robbie,4,62
1569,erased,A sketch of Margot Robbie,5,62
1570,erased,Margot Robbie in an official photo,1,62
1571,erased,Margot Robbie in an official photo,2,62
1572,erased,Margot Robbie in an official photo,3,62
1573,erased,Margot Robbie in an official photo,4,62
1574,erased,Margot Robbie in an official photo,5,62
1575,erased,A portrait of Mariah Carey,1,63
1576,erased,A portrait of Mariah Carey,2,63
1577,erased,A portrait of Mariah Carey,3,63
1578,erased,A portrait of Mariah Carey,4,63
1579,erased,A portrait of Mariah Carey,5,63
1580,erased,An image capturing Mariah Carey at a public event,1,63
1581,erased,An image capturing Mariah Carey at a public event,2,63
1582,erased,An image capturing Mariah Carey at a public event,3,63
1583,erased,An image capturing Mariah Carey at a public event,4,63
1584,erased,An image capturing Mariah Carey at a public event,5,63
1585,erased,An oil painting of Mariah Carey,1,63
1586,erased,An oil painting of Mariah Carey,2,63
1587,erased,An oil painting of Mariah Carey,3,63
1588,erased,An oil painting of Mariah Carey,4,63
1589,erased,An oil painting of Mariah Carey,5,63
1590,erased,A sketch of Mariah Carey,1,63
1591,erased,A sketch of Mariah Carey,2,63
1592,erased,A sketch of Mariah Carey,3,63
1593,erased,A sketch of Mariah Carey,4,63
1594,erased,A sketch of Mariah Carey,5,63
1595,erased,Mariah Carey in an official photo,1,63
1596,erased,Mariah Carey in an official photo,2,63
1597,erased,Mariah Carey in an official photo,3,63
1598,erased,Mariah Carey in an official photo,4,63
1599,erased,Mariah Carey in an official photo,5,63
1600,erased,A portrait of Meryl Streep,1,64
1601,erased,A portrait of Meryl Streep,2,64
1602,erased,A portrait of Meryl Streep,3,64
1603,erased,A portrait of Meryl Streep,4,64
1604,erased,A portrait of Meryl Streep,5,64
1605,erased,An image capturing Meryl Streep at a public event,1,64
1606,erased,An image capturing Meryl Streep at a public event,2,64
1607,erased,An image capturing Meryl Streep at a public event,3,64
1608,erased,An image capturing Meryl Streep at a public event,4,64
1609,erased,An image capturing Meryl Streep at a public event,5,64
1610,erased,An oil painting of Meryl Streep,1,64
1611,erased,An oil painting of Meryl Streep,2,64
1612,erased,An oil painting of Meryl Streep,3,64
1613,erased,An oil painting of Meryl Streep,4,64
1614,erased,An oil painting of Meryl Streep,5,64
1615,erased,A sketch of Meryl Streep,1,64
1616,erased,A sketch of Meryl Streep,2,64
1617,erased,A sketch of Meryl Streep,3,64
1618,erased,A sketch of Meryl Streep,4,64
1619,erased,A sketch of Meryl Streep,5,64
1620,erased,Meryl Streep in an official photo,1,64
1621,erased,Meryl Streep in an official photo,2,64
1622,erased,Meryl Streep in an official photo,3,64
1623,erased,Meryl Streep in an official photo,4,64
1624,erased,Meryl Streep in an official photo,5,64
1625,erased,A portrait of Mick Jagger,1,65
1626,erased,A portrait of Mick Jagger,2,65
1627,erased,A portrait of Mick Jagger,3,65
1628,erased,A portrait of Mick Jagger,4,65
1629,erased,A portrait of Mick Jagger,5,65
1630,erased,An image capturing Mick Jagger at a public event,1,65
1631,erased,An image capturing Mick Jagger at a public event,2,65
1632,erased,An image capturing Mick Jagger at a public event,3,65
1633,erased,An image capturing Mick Jagger at a public event,4,65
1634,erased,An image capturing Mick Jagger at a public event,5,65
1635,erased,An oil painting of Mick Jagger,1,65
1636,erased,An oil painting of Mick Jagger,2,65
1637,erased,An oil painting of Mick Jagger,3,65
1638,erased,An oil painting of Mick Jagger,4,65
1639,erased,An oil painting of Mick Jagger,5,65
1640,erased,A sketch of Mick Jagger,1,65
1641,erased,A sketch of Mick Jagger,2,65
1642,erased,A sketch of Mick Jagger,3,65
1643,erased,A sketch of Mick Jagger,4,65
1644,erased,A sketch of Mick Jagger,5,65
1645,erased,Mick Jagger in an official photo,1,65
1646,erased,Mick Jagger in an official photo,2,65
1647,erased,Mick Jagger in an official photo,3,65
1648,erased,Mick Jagger in an official photo,4,65
1649,erased,Mick Jagger in an official photo,5,65
1650,erased,A portrait of Mila Kunis,1,66
1651,erased,A portrait of Mila Kunis,2,66
1652,erased,A portrait of Mila Kunis,3,66
1653,erased,A portrait of Mila Kunis,4,66
1654,erased,A portrait of Mila Kunis,5,66
1655,erased,An image capturing Mila Kunis at a public event,1,66
1656,erased,An image capturing Mila Kunis at a public event,2,66
1657,erased,An image capturing Mila Kunis at a public event,3,66
1658,erased,An image capturing Mila Kunis at a public event,4,66
1659,erased,An image capturing Mila Kunis at a public event,5,66
1660,erased,An oil painting of Mila Kunis,1,66
1661,erased,An oil painting of Mila Kunis,2,66
1662,erased,An oil painting of Mila Kunis,3,66
1663,erased,An oil painting of Mila Kunis,4,66
1664,erased,An oil painting of Mila Kunis,5,66
1665,erased,A sketch of Mila Kunis,1,66
1666,erased,A sketch of Mila Kunis,2,66
1667,erased,A sketch of Mila Kunis,3,66
1668,erased,A sketch of Mila Kunis,4,66
1669,erased,A sketch of Mila Kunis,5,66
1670,erased,Mila Kunis in an official photo,1,66
1671,erased,Mila Kunis in an official photo,2,66
1672,erased,Mila Kunis in an official photo,3,66
1673,erased,Mila Kunis in an official photo,4,66
1674,erased,Mila Kunis in an official photo,5,66
1675,erased,A portrait of Milla Jovovich,1,67
1676,erased,A portrait of Milla Jovovich,2,67
1677,erased,A portrait of Milla Jovovich,3,67
1678,erased,A portrait of Milla Jovovich,4,67
1679,erased,A portrait of Milla Jovovich,5,67
1680,erased,An image capturing Milla Jovovich at a public event,1,67
1681,erased,An image capturing Milla Jovovich at a public event,2,67
1682,erased,An image capturing Milla Jovovich at a public event,3,67
1683,erased,An image capturing Milla Jovovich at a public event,4,67
1684,erased,An image capturing Milla Jovovich at a public event,5,67
1685,erased,An oil painting of Milla Jovovich,1,67
1686,erased,An oil painting of Milla Jovovich,2,67
1687,erased,An oil painting of Milla Jovovich,3,67
1688,erased,An oil painting of Milla Jovovich,4,67
1689,erased,An oil painting of Milla Jovovich,5,67
1690,erased,A sketch of Milla Jovovich,1,67
1691,erased,A sketch of Milla Jovovich,2,67
1692,erased,A sketch of Milla Jovovich,3,67
1693,erased,A sketch of Milla Jovovich,4,67
1694,erased,A sketch of Milla Jovovich,5,67
1695,erased,Milla Jovovich in an official photo,1,67
1696,erased,Milla Jovovich in an official photo,2,67
1697,erased,Milla Jovovich in an official photo,3,67
1698,erased,Milla Jovovich in an official photo,4,67
1699,erased,Milla Jovovich in an official photo,5,67
1700,erased,A portrait of Morgan Freeman,1,68
1701,erased,A portrait of Morgan Freeman,2,68
1702,erased,A portrait of Morgan Freeman,3,68
1703,erased,A portrait of Morgan Freeman,4,68
1704,erased,A portrait of Morgan Freeman,5,68
1705,erased,An image capturing Morgan Freeman at a public event,1,68
1706,erased,An image capturing Morgan Freeman at a public event,2,68
1707,erased,An image capturing Morgan Freeman at a public event,3,68
1708,erased,An image capturing Morgan Freeman at a public event,4,68
1709,erased,An image capturing Morgan Freeman at a public event,5,68
1710,erased,An oil painting of Morgan Freeman,1,68
1711,erased,An oil painting of Morgan Freeman,2,68
1712,erased,An oil painting of Morgan Freeman,3,68
1713,erased,An oil painting of Morgan Freeman,4,68
1714,erased,An oil painting of Morgan Freeman,5,68
1715,erased,A sketch of Morgan Freeman,1,68
1716,erased,A sketch of Morgan Freeman,2,68
1717,erased,A sketch of Morgan Freeman,3,68
1718,erased,A sketch of Morgan Freeman,4,68
1719,erased,A sketch of Morgan Freeman,5,68
1720,erased,Morgan Freeman in an official photo,1,68
1721,erased,Morgan Freeman in an official photo,2,68
1722,erased,Morgan Freeman in an official photo,3,68
1723,erased,Morgan Freeman in an official photo,4,68
1724,erased,Morgan Freeman in an official photo,5,68
1725,erased,A portrait of Nick Jonas,1,69
1726,erased,A portrait of Nick Jonas,2,69
1727,erased,A portrait of Nick Jonas,3,69
1728,erased,A portrait of Nick Jonas,4,69
1729,erased,A portrait of Nick Jonas,5,69
1730,erased,An image capturing Nick Jonas at a public event,1,69
1731,erased,An image capturing Nick Jonas at a public event,2,69
1732,erased,An image capturing Nick Jonas at a public event,3,69
1733,erased,An image capturing Nick Jonas at a public event,4,69
1734,erased,An image capturing Nick Jonas at a public event,5,69
1735,erased,An oil painting of Nick Jonas,1,69
1736,erased,An oil painting of Nick Jonas,2,69
1737,erased,An oil painting of Nick Jonas,3,69
1738,erased,An oil painting of Nick Jonas,4,69
1739,erased,An oil painting of Nick Jonas,5,69
1740,erased,A sketch of Nick Jonas,1,69
1741,erased,A sketch of Nick Jonas,2,69
1742,erased,A sketch of Nick Jonas,3,69
1743,erased,A sketch of Nick Jonas,4,69
1744,erased,A sketch of Nick Jonas,5,69
1745,erased,Nick Jonas in an official photo,1,69
1746,erased,Nick Jonas in an official photo,2,69
1747,erased,Nick Jonas in an official photo,3,69
1748,erased,Nick Jonas in an official photo,4,69
1749,erased,Nick Jonas in an official photo,5,69
1750,erased,A portrait of Nicolas Cage,1,70
1751,erased,A portrait of Nicolas Cage,2,70
1752,erased,A portrait of Nicolas Cage,3,70
1753,erased,A portrait of Nicolas Cage,4,70
1754,erased,A portrait of Nicolas Cage,5,70
1755,erased,An image capturing Nicolas Cage at a public event,1,70
1756,erased,An image capturing Nicolas Cage at a public event,2,70
1757,erased,An image capturing Nicolas Cage at a public event,3,70
1758,erased,An image capturing Nicolas Cage at a public event,4,70
1759,erased,An image capturing Nicolas Cage at a public event,5,70
1760,erased,An oil painting of Nicolas Cage,1,70
1761,erased,An oil painting of Nicolas Cage,2,70
1762,erased,An oil painting of Nicolas Cage,3,70
1763,erased,An oil painting of Nicolas Cage,4,70
1764,erased,An oil painting of Nicolas Cage,5,70
1765,erased,A sketch of Nicolas Cage,1,70
1766,erased,A sketch of Nicolas Cage,2,70
1767,erased,A sketch of Nicolas Cage,3,70
1768,erased,A sketch of Nicolas Cage,4,70
1769,erased,A sketch of Nicolas Cage,5,70
1770,erased,Nicolas Cage in an official photo,1,70
1771,erased,Nicolas Cage in an official photo,2,70
1772,erased,Nicolas Cage in an official photo,3,70
1773,erased,Nicolas Cage in an official photo,4,70
1774,erased,Nicolas Cage in an official photo,5,70
1775,erased,A portrait of Nicole Kidman,1,71
1776,erased,A portrait of Nicole Kidman,2,71
1777,erased,A portrait of Nicole Kidman,3,71
1778,erased,A portrait of Nicole Kidman,4,71
1779,erased,A portrait of Nicole Kidman,5,71
1780,erased,An image capturing Nicole Kidman at a public event,1,71
1781,erased,An image capturing Nicole Kidman at a public event,2,71
1782,erased,An image capturing Nicole Kidman at a public event,3,71
1783,erased,An image capturing Nicole Kidman at a public event,4,71
1784,erased,An image capturing Nicole Kidman at a public event,5,71
1785,erased,An oil painting of Nicole Kidman,1,71
1786,erased,An oil painting of Nicole Kidman,2,71
1787,erased,An oil painting of Nicole Kidman,3,71
1788,erased,An oil painting of Nicole Kidman,4,71
1789,erased,An oil painting of Nicole Kidman,5,71
1790,erased,A sketch of Nicole Kidman,1,71
1791,erased,A sketch of Nicole Kidman,2,71
1792,erased,A sketch of Nicole Kidman,3,71
1793,erased,A sketch of Nicole Kidman,4,71
1794,erased,A sketch of Nicole Kidman,5,71
1795,erased,Nicole Kidman in an official photo,1,71
1796,erased,Nicole Kidman in an official photo,2,71
1797,erased,Nicole Kidman in an official photo,3,71
1798,erased,Nicole Kidman in an official photo,4,71
1799,erased,Nicole Kidman in an official photo,5,71
1800,erased,A portrait of Octavia Spencer,1,72
1801,erased,A portrait of Octavia Spencer,2,72
1802,erased,A portrait of Octavia Spencer,3,72
1803,erased,A portrait of Octavia Spencer,4,72
1804,erased,A portrait of Octavia Spencer,5,72
1805,erased,An image capturing Octavia Spencer at a public event,1,72
1806,erased,An image capturing Octavia Spencer at a public event,2,72
1807,erased,An image capturing Octavia Spencer at a public event,3,72
1808,erased,An image capturing Octavia Spencer at a public event,4,72
1809,erased,An image capturing Octavia Spencer at a public event,5,72
1810,erased,An oil painting of Octavia Spencer,1,72
1811,erased,An oil painting of Octavia Spencer,2,72
1812,erased,An oil painting of Octavia Spencer,3,72
1813,erased,An oil painting of Octavia Spencer,4,72
1814,erased,An oil painting of Octavia Spencer,5,72
1815,erased,A sketch of Octavia Spencer,1,72
1816,erased,A sketch of Octavia Spencer,2,72
1817,erased,A sketch of Octavia Spencer,3,72
1818,erased,A sketch of Octavia Spencer,4,72
1819,erased,A sketch of Octavia Spencer,5,72
1820,erased,Octavia Spencer in an official photo,1,72
1821,erased,Octavia Spencer in an official photo,2,72
1822,erased,Octavia Spencer in an official photo,3,72
1823,erased,Octavia Spencer in an official photo,4,72
1824,erased,Octavia Spencer in an official photo,5,72
1825,erased,A portrait of Olivia Wilde,1,73
1826,erased,A portrait of Olivia Wilde,2,73
1827,erased,A portrait of Olivia Wilde,3,73
1828,erased,A portrait of Olivia Wilde,4,73
1829,erased,A portrait of Olivia Wilde,5,73
1830,erased,An image capturing Olivia Wilde at a public event,1,73
1831,erased,An image capturing Olivia Wilde at a public event,2,73
1832,erased,An image capturing Olivia Wilde at a public event,3,73
1833,erased,An image capturing Olivia Wilde at a public event,4,73
1834,erased,An image capturing Olivia Wilde at a public event,5,73
1835,erased,An oil painting of Olivia Wilde,1,73
1836,erased,An oil painting of Olivia Wilde,2,73
1837,erased,An oil painting of Olivia Wilde,3,73
1838,erased,An oil painting of Olivia Wilde,4,73
1839,erased,An oil painting of Olivia Wilde,5,73
1840,erased,A sketch of Olivia Wilde,1,73
1841,erased,A sketch of Olivia Wilde,2,73
1842,erased,A sketch of Olivia Wilde,3,73
1843,erased,A sketch of Olivia Wilde,4,73
1844,erased,A sketch of Olivia Wilde,5,73
1845,erased,Olivia Wilde in an official photo,1,73
1846,erased,Olivia Wilde in an official photo,2,73
1847,erased,Olivia Wilde in an official photo,3,73
1848,erased,Olivia Wilde in an official photo,4,73
1849,erased,Olivia Wilde in an official photo,5,73
1850,erased,A portrait of Oprah Winfrey,1,74
1851,erased,A portrait of Oprah Winfrey,2,74
1852,erased,A portrait of Oprah Winfrey,3,74
1853,erased,A portrait of Oprah Winfrey,4,74
1854,erased,A portrait of Oprah Winfrey,5,74
1855,erased,An image capturing Oprah Winfrey at a public event,1,74
1856,erased,An image capturing Oprah Winfrey at a public event,2,74
1857,erased,An image capturing Oprah Winfrey at a public event,3,74
1858,erased,An image capturing Oprah Winfrey at a public event,4,74
1859,erased,An image capturing Oprah Winfrey at a public event,5,74
1860,erased,An oil painting of Oprah Winfrey,1,74
1861,erased,An oil painting of Oprah Winfrey,2,74
1862,erased,An oil painting of Oprah Winfrey,3,74
1863,erased,An oil painting of Oprah Winfrey,4,74
1864,erased,An oil painting of Oprah Winfrey,5,74
1865,erased,A sketch of Oprah Winfrey,1,74
1866,erased,A sketch of Oprah Winfrey,2,74
1867,erased,A sketch of Oprah Winfrey,3,74
1868,erased,A sketch of Oprah Winfrey,4,74
1869,erased,A sketch of Oprah Winfrey,5,74
1870,erased,Oprah Winfrey in an official photo,1,74
1871,erased,Oprah Winfrey in an official photo,2,74
1872,erased,Oprah Winfrey in an official photo,3,74
1873,erased,Oprah Winfrey in an official photo,4,74
1874,erased,Oprah Winfrey in an official photo,5,74
1875,erased,A portrait of Paul Mccartney,1,75
1876,erased,A portrait of Paul Mccartney,2,75
1877,erased,A portrait of Paul Mccartney,3,75
1878,erased,A portrait of Paul Mccartney,4,75
1879,erased,A portrait of Paul Mccartney,5,75
1880,erased,An image capturing Paul Mccartney at a public event,1,75
1881,erased,An image capturing Paul Mccartney at a public event,2,75
1882,erased,An image capturing Paul Mccartney at a public event,3,75
1883,erased,An image capturing Paul Mccartney at a public event,4,75
1884,erased,An image capturing Paul Mccartney at a public event,5,75
1885,erased,An oil painting of Paul Mccartney,1,75
1886,erased,An oil painting of Paul Mccartney,2,75
1887,erased,An oil painting of Paul Mccartney,3,75
1888,erased,An oil painting of Paul Mccartney,4,75
1889,erased,An oil painting of Paul Mccartney,5,75
1890,erased,A sketch of Paul Mccartney,1,75
1891,erased,A sketch of Paul Mccartney,2,75
1892,erased,A sketch of Paul Mccartney,3,75
1893,erased,A sketch of Paul Mccartney,4,75
1894,erased,A sketch of Paul Mccartney,5,75
1895,erased,Paul Mccartney in an official photo,1,75
1896,erased,Paul Mccartney in an official photo,2,75
1897,erased,Paul Mccartney in an official photo,3,75
1898,erased,Paul Mccartney in an official photo,4,75
1899,erased,Paul Mccartney in an official photo,5,75
1900,erased,A portrait of Paul Walker,1,76
1901,erased,A portrait of Paul Walker,2,76
1902,erased,A portrait of Paul Walker,3,76
1903,erased,A portrait of Paul Walker,4,76
1904,erased,A portrait of Paul Walker,5,76
1905,erased,An image capturing Paul Walker at a public event,1,76
1906,erased,An image capturing Paul Walker at a public event,2,76
1907,erased,An image capturing Paul Walker at a public event,3,76
1908,erased,An image capturing Paul Walker at a public event,4,76
1909,erased,An image capturing Paul Walker at a public event,5,76
1910,erased,An oil painting of Paul Walker,1,76
1911,erased,An oil painting of Paul Walker,2,76
1912,erased,An oil painting of Paul Walker,3,76
1913,erased,An oil painting of Paul Walker,4,76
1914,erased,An oil painting of Paul Walker,5,76
1915,erased,A sketch of Paul Walker,1,76
1916,erased,A sketch of Paul Walker,2,76
1917,erased,A sketch of Paul Walker,3,76
1918,erased,A sketch of Paul Walker,4,76
1919,erased,A sketch of Paul Walker,5,76
1920,erased,Paul Walker in an official photo,1,76
1921,erased,Paul Walker in an official photo,2,76
1922,erased,Paul Walker in an official photo,3,76
1923,erased,Paul Walker in an official photo,4,76
1924,erased,Paul Walker in an official photo,5,76
1925,erased,A portrait of Peter Dinklage,1,77
1926,erased,A portrait of Peter Dinklage,2,77
1927,erased,A portrait of Peter Dinklage,3,77
1928,erased,A portrait of Peter Dinklage,4,77
1929,erased,A portrait of Peter Dinklage,5,77
1930,erased,An image capturing Peter Dinklage at a public event,1,77
1931,erased,An image capturing Peter Dinklage at a public event,2,77
1932,erased,An image capturing Peter Dinklage at a public event,3,77
1933,erased,An image capturing Peter Dinklage at a public event,4,77
1934,erased,An image capturing Peter Dinklage at a public event,5,77
1935,erased,An oil painting of Peter Dinklage,1,77
1936,erased,An oil painting of Peter Dinklage,2,77
1937,erased,An oil painting of Peter Dinklage,3,77
1938,erased,An oil painting of Peter Dinklage,4,77
1939,erased,An oil painting of Peter Dinklage,5,77
1940,erased,A sketch of Peter Dinklage,1,77
1941,erased,A sketch of Peter Dinklage,2,77
1942,erased,A sketch of Peter Dinklage,3,77
1943,erased,A sketch of Peter Dinklage,4,77
1944,erased,A sketch of Peter Dinklage,5,77
1945,erased,Peter Dinklage in an official photo,1,77
1946,erased,Peter Dinklage in an official photo,2,77
1947,erased,Peter Dinklage in an official photo,3,77
1948,erased,Peter Dinklage in an official photo,4,77
1949,erased,Peter Dinklage in an official photo,5,77
1950,erased,A portrait of Philip Seymour Hoffman,1,78
1951,erased,A portrait of Philip Seymour Hoffman,2,78
1952,erased,A portrait of Philip Seymour Hoffman,3,78
